How many accidents in Queens could have been caused by Distraction due to Thunder in 2020? ---- Answer: 686

+-------------+------------+--------------------+-----------+---------------------+-----------------+-----------+--------------------------+
| Accident    | Borough    | Location           | Zipcode   | Date                | Station ID      | Weather   | Station Type             |
| act:4318203 | act:Queens | act:40.742,-73.791 | act:11365 | 2020-06-06T00:00:00 | sta:USW00094789 | Thunder   | wea:USW00094789/20200606 |
| act:4317986 | act:Queens | act:40.743,-73.916 | act:11377 | 2020-06-05T00:00:00 | sta:USW00014732 | Thunder   | wea:USW00014732/20200605 |
| act:4318084 | act:Queens | act:40.691,-73.758 | act:11412 | 2020-06-05T00:00:00 | sta:USW00014732 | Thunder   | wea:USW00014732/20200605 |
| act:4320136 | act:Queens | act:40.593,-73.780 | act:11691 | 2020-06-05T00:00:00 | sta:USW00014732 | Thunder   | wea:USW00014732/20200605 |
| act:4318232 | act:Queens | act:40.727,-73.729 | act:11426 | 2020-06-06T00:00:00 | sta:USW00094789 | Thunder   | wea:USW00094789/20200606 |
| act:4323935 | act:Queens | act:40.684,-73.846 |           | 2020-06-27T00:00:00 | sta:USW00094789 | Thunder   | wea:USW00094789/20200627 |
| act:4324011 | act:Queens | act:40.680,-73.821 |           | 2020-06-28T00:00:00 | sta:USW00014732 | Thunder   | wea:USW00014732/20200628 |
| act:4317719 | act:Queens | act:40.708,-73.802 | act:11432 | 2020-06-04T00:00:00 | sta:USW00094789 | Thunder   | wea:USW00094789/20200604 |
| act:4320174 | act:Queens | act:40.740,-73.924 | act:11104 | 2020-06-04T00:00:00 | sta:USW00094789 | Thunder   | wea:USW00094789/20200604 |
| act:4324681 | act:Queens | act:40.712,-73.787 | act:11432 | 2020-06-30T00:00:00 | sta:USW00014732 | Thunder   | wea:USW00014732/20200630 |
| act:4323742 | act:Queens | act:40.741,-73.903 |           | 2020-06-27T00:00:00 | sta:USW00094789 | Thunder   | wea:USW00094789/20200627 |
| act:4319282 | act:Queens | act:40.707,-73.832 | act:11415 | 2020-06-11T00:00:00 | sta:USW00094789 | Thunder   | wea:USW00094789/20200611 |
| act:4323867 | act:Queens | act:40.702,-73.829 | act:11418 | 2020-06-27T00:00:00 | sta:USW00094789 | Thunder   | wea:USW00094789/20200627 |
| act:4321055 | act:Queens | act:40.764,-73.877 | act:11369 | 2020-06-03T00:00:00 | sta:USW00094789 | Thunder   | wea:USW00094789/20200603 |
| act:4320635 | act:Queens | act:40.752,-73.878 | act:11372 | 2020-06-11T00:00:00 | sta:USW00094789 | Thunder   | wea:USW00094789/20200611 |
| act:4323859 | act:Queens | act:40.761,-73.845 | act:11368 | 2020-06-28T00:00:00 | sta:USW00014732 | Thunder   | wea:USW00014732/20200628 |
| act:4323790 | act:Queens | act:40.762,-73.757 |           | 2020-06-28T00:00:00 | sta:USW00014732 | Thunder   | wea:USW00014732/20200628 |
| act:4317656 | act:Queens | act:40.740,-73.882 | act:11373 | 2020-06-03T00:00:00 | sta:USW00094789 | Thunder   | wea:USW00094789/20200603 |
| act:4323954 | act:Queens | act:40.684,-73.853 | act:11416 | 2020-06-29T00:00:00 | sta:USW00094789 | Thunder   | wea:USW00094789/20200629 |
| act:4326001 | act:Queens | act:40.703,-73.800 | act:11432 | 2020-06-28T00:00:00 | sta:USW00014732 | Thunder   | wea:USW00014732/20200628 |
| act:4317707 | act:Queens | act:40.665,-73.730 | act:11422 | 2020-06-04T00:00:00 | sta:USW00094789 | Thunder   | wea:USW00094789/20200604 |
| act:4317500 | act:Queens | act:40.716,-73.745 |           | 2020-06-03T00:00:00 | sta:USW00094789 | Thunder   | wea:USW00094789/20200603 |
| act:4321532 | act:Queens | act:40.754,-73.867 | act:11368 | 2020-06-06T00:00:00 | sta:USW00094789 | Thunder   | wea:USW00094789/20200606 |
| act:4320606 | act:Queens | act:40.759,-73.892 | act:11370 | 2020-06-04T00:00:00 | sta:USW00094789 | Thunder   | wea:USW00094789/20200604 |
| act:4325148 | act:Queens | act:40.699,-73.833 | act:11418 | 2020-06-29T00:00:00 | sta:USW00094789 | Thunder   | wea:USW00094789/20200629 |
| act:4324338 | act:Queens | act:40.737,-73.929 | act:11101 | 2020-06-29T00:00:00 | sta:USW00094789 | Thunder   | wea:USW00094789/20200629 |
| act:4317558 | act:Queens | act:40.743,-73.916 | act:11377 | 2020-06-03T00:00:00 | sta:USW00094789 | Thunder   | wea:USW00094789/20200603 |
| act:4318063 | act:Queens | act:40.762,-73.757 | act:11363 | 2020-06-05T00:00:00 | sta:USW00014732 | Thunder   | wea:USW00014732/20200605 |
| act:4324341 | act:Queens | act:40.724,-73.811 | act:11367 | 2020-06-30T00:00:00 | sta:USW00014732 | Thunder   | wea:USW00014732/20200630 |
| act:4323715 | act:Queens | act:40.728,-73.884 |           | 2020-06-27T00:00:00 | sta:USW00094789 | Thunder   | wea:USW00094789/20200627 |
| act:4317995 | act:Queens | act:40.736,-73.851 | act:11375 | 2020-06-05T00:00:00 | sta:USW00014732 | Thunder   | wea:USW00014732/20200605 |
| act:4319302 | act:Queens | act:40.757,-73.866 | act:11368 | 2020-06-05T00:00:00 | sta:USW00014732 | Thunder   | wea:USW00014732/20200605 |
| act:4323956 | act:Queens | act:40.682,-73.859 | act:11416 | 2020-06-27T00:00:00 | sta:USW00094789 | Thunder   | wea:USW00094789/20200627 |
| act:4318992 | act:Queens | act:40.721,-73.844 | act:11375 | 2020-06-05T00:00:00 | sta:USW00014732 | Thunder   | wea:USW00014732/20200605 |
| act:4317770 | act:Queens | act:40.689,-73.786 | act:11434 | 2020-06-04T00:00:00 | sta:USW00094789 | Thunder   | wea:USW00094789/20200604 |
| act:4320067 | act:Queens | act:40.603,-73.767 | act:11691 | 2020-06-06T00:00:00 | sta:USW00094789 | Thunder   | wea:USW00094789/20200606 |
| act:4319469 | act:Queens | act:40.743,-73.921 | act:11104 | 2020-06-11T00:00:00 | sta:USW00094789 | Thunder   | wea:USW00094789/20200611 |
