GHCND,STATION_NAME,CC,ST,COUNTY,LAT_DEC,LON_DEC
USC00301761,COPAKE,US,NY,COLUMBIA,42.1,-73.53333
USC00307514,SCHENECTADY,US,NY,SCHENECTADY,42.8,-73.91667
USC00309047,WAVERLY,US,NY,TIOGA,42,-76.53333
USC00305676,NEW ALBION 2,US,NY,CATTARAUGUS,42.31667,-78.91667
USC00305840,NIAGARA FALLS INT,US,NY,NIAGARA,43.1,-78.95
USC00306217,ONEONTA,US,NY,OTSEGO,42.45,-75.06667
USC00309270,WEST NYACK,US,NY,ROCKLAND,41.08333,-73.96667
USC00307035,RHINEBECK 4 SE,US,NY,DUTCHESS,41.88333,-73.86667
USC00308304,STORMVILLE,US,NY,DUTCHESS,41.53333,-73.73333
USW00054757,WELLSVILLE MUNICI,US,NY,ALLEGANY,42.11667,-78
USC00308742,UTICA 7 SSW,US,NY,ONEIDA,43,-75.26667
USC00302686,ESPERANCE 2 N,US,NY,SCHOHARIE,42.45,-74.28333
USC00309495,WILLSBORO 1 N,US,NY,ESSEX,44.38333,-73.38333
USC00307291,ROUND LAKE 1 SE,US,NY,SARATOGA,42.91667,-73.78333
USC00306527,PERRYSBURG 1 SW,US,NY,CATTARAUGUS,42.45,-79.01667
USC00303955,HONEOYE,US,NY,ONTARIO,42.78333,-77.51667
USC00300732,BLOOMINGBURG 2 SW,US,NY,SULLIVAN,41.53333,-74.46667
USC00305380,MINEOLA 1 NE,US,NY,NASSAU,40.75,-73.61667
USC00306138,OCEANSIDE,US,NY,NASSAU,40.63333,-73.63333
USC00307587,SEA CLIFF,US,NY,NASSAU,40.85,-73.65
USC00304939,LYNDONVILLE 4 ESE,US,NY,ORLEANS,43.3,-78.31667
USC00309049,WEBSTER 2 NE,US,NY,MONROE,43.25,-77.4
USC00309690,YOUNGSTOWN 2 NE,US,NY,NIAGARA,43.26667,-79.01667
USC00308086,SPENCER 1 NE,US,NY,TIOGA,42.21667,-76.46667
USC00308932,WALTON 2,US,NY,DELAWARE,42.18333,-75.13333
USC00306523,PERRY,US,NY,WYOMING,42.75,-78.01667
USC00305438,MONTAGUE,US,NY,LEWIS,43.76111,-75.68028
USC00306649,PLATTE CLOVE,US,NY,GREENE,42.13889,-74.09139
USC00300048,ALBANY NWFO UNIVE,US,NY,ALBANY,42.6925,-73.83083
USW00054773,FULTON OSWEGO COU,US,NY,OSWEGO,43.34972,-76.38472
USW00054778,PENN YAN AIRPORT,US,NY,YATES,42.6425,-77.05639
USW00054780,MONTAUK AIRPORT,US,NY,SUFFOLK,41.07306,-71.92333
USW00054790,SHIRLEY BROOKHAVE,US,NY,SUFFOLK,40.82167,-72.86889
USC00302047,DELTA DAM,US,NY,ONEIDA,43.27389,-75.42778
USC00308386,SYRACUSE UNIVERSI,US,NY,ONONDAGA,43.03306,-76.13361
USC00308317,STUYVESANT 5 N,US,NY,COLUMBIA,42.46083,-73.75
USC00302286,EAST CHATHAM,US,NY,COLUMBIA,42.43944,-73.50278
USC00301732,CONSTANTIA 6 N,US,NY,OSWEGO,43.3425,-76.00056
USC00309480,WILLIAMSTOWN,US,NY,OSWEGO,43.4,-75.883333
USC00305233,MECKLENBURG 4 SW,US,NY,SCHUYLER,42.44222,-76.75778
USC00301309,CENTERPORT,US,NY,SUFFOLK,40.88345,-73.37309
USC00303590,HAMBURG,US,NY,ERIE,42.75167,-78.89111
USC00300961,BROOKLYN ADELPHI,US,NY,KINGS,40.683333,-73.966667
USC00301211,CARMEL 4 N,US,NY,PUTNAM,41.4725,-73.655
USC00306525,PERRYSBURG,US,NY,CATTARAUGUS,42.46472,-79.00306
USC00300910,BRISTOL HARBOUR,US,NY,ONTARIO,42.74806,-77.3425
USC00301625,COLDEN 1W,US,NY,ERIE,42.64694,-78.71083
USC00302031,DELANSON 2NE,US,NY,SCHENECTADY,42.76694,-74.17083
USC00305180,MAYVILLE,US,NY,CHAUTAUQUA,42.23944,-79.50778
USC00301068,BUSKIRK,US,NY,RENSSELAER,42.93583,-73.4325
USW00064775,ROME GRIFFISS AIR,US,NY,ONEIDA,43.23389,-75.41167
USC00300364,BAITING HOLLOW,US,NY,SUFFOLK,40.93408,-72.73959
USW00064758,ITHACA 13 E,US,NY,CORTLAND,42.4401,-76.2462
USW00064756,MILLBROOK 3 W,US,NY,DUTCHESS,41.7857,-73.7422
USC00309248,WESTMORELAND 4N,US,NY,ONEIDA,43.15944,-75.46111
USC00301702,CONKLIN 2,US,NY,BROOME,42.06389,-75.81028
USC00300684,BINGHAMTON WFO,US,NY,BROOME,42.21167,-75.98583
USC00303322,GLOVERSVILLE 7NW,US,NY,FULTON,43.115,-74.42361
USC00304537,LAKE LUZERNE,US,NY,WARREN,43.26139,-73.83417
USC00301102,CALLICOON CENTER,US,NY,SULLIVAN,41.82737,-74.95065
USC00306570,PHONECIA 2SW,US,NY,ULSTER,42.06722,-74.33556
USC00305142,MATTITUCK,US,NY,SUFFOLK,40.98849,-72.51034
USC00300317,ATTICA 7 SW,US,NY,WYOMING,42.803,-78.3875
USC00306376,PALERMO 2SSE,US,NY,OSWEGO,43.3315,-76.2694
USC00302151,DOWLING CEECOM,US,NY,SUFFOLK,40.7211,-73.0908
USC00307520,SCHOHARIE,US,NY,SCHOHARIE,42.665,-74.3036
USC00301105,CAMBRIDGE,US,NY,WASHINGTON,43.0538,-73.3619
USC00306660,PLATTSBURGH 3 S,US,NY,CLINTON,44.6523,-73.44
USC00307749,SILVER SPRINGS 3N,US,NY,WYOMING,42.7057,-78.0937
USC00306747,PORTLAND1 SW,US,NY,CHAUTAUQUA,42.3717,-79.4866
US1NYMD0010,CAZENOVIA 2.9 SE,US,NY,MADISON,42.90003,-75.81137
US1NYOG0008,MATTYDALE 1.0 W,US,NY,ONONDAGA,43.1,-76.166667
US1NYSR0013,WATERFORD 0.4 NNW,US,NY,SARATOGA,42.797303,-73.682641
US1NYLW0001,PORT LEYDEN 0.7 S,US,NY,LEWIS,43.57773,-75.351248
US1NYJF0010,WATERTOWN 1.3 WNW,US,NY,JEFFERSON,43.981854,-75.933962
US1NYMR0007,HAMLIN 1.1 WSW,US,NY,MONROE,43.301956,-77.943196
US1NYJF0020,WATERTOWN 0.2 SSE,US,NY,JEFFERSON,43.970768,-75.90898
US1NYWN0009,MARION 2.0 NE,US,NY,WAYNE,43.166674,-77.167544
US1NYOD0002,POINT ROCK 0.6 SE,US,NY,ONEIDA,43.37335,-75.53836
US1NYSY0012,DUNDEE 5.7 ESE,US,NY,SCHUYLER,42.498069,-76.871506
US1NYSV0006,LONG EDDY,US,NY,SULLIVAN,41.85,-75.133333
US1NYER0063,GLENWOOD 1.5 SE,US,NY,ERIE,42.601951,-78.63909
US1NYNG0010,LOCKPORT 2.8 ENE,US,NY,NIAGARA,43.18288,-78.6441
US1NYMD0014,MUNNSVILLE 2.0 SW,US,NY,MADISON,42.953351,-75.611673
US1NYCL0005,ROUSES POINT 0.5,US,NY,CLINTON,44.9848,-73.3639
US1NYOT0014,WORCESTER 4.0 SSW,US,NY,OTSEGO,42.544,-74.7657
US1NYMD0011,EARLVILLE 1.6 NNW,US,NY,MADISON,42.7614,-75.5554
US1NYJF0004,ALEXANDRIA BAY 3.,US,NY,JEFFERSON,44.340191,-75.847836
US1NYOG0002,DE WITT 1.4 WSW,US,NY,ONONDAGA,43.033333,-76.1
US1NYER0051,CLARENCE CENTER 0,US,NY,ERIE,43.021179,-78.630996
US1NYCL0002,SCHUYLER FALLS 0.,US,NY,CLINTON,44.623122,-73.560192
US1NYOR0003,OTISVILLE 0.6 WNW,US,NY,ORANGE,41.473,-74.5513
US1NYNS0007,FLORAL PARK 0.4 W,US,NY,NASSAU,40.722999,-73.710998
US1NYOS0003,OSWEGO 5.0 ESE,US,NY,OSWEGO,43.443717,-76.40515
US1NYTM0021,TRUMANSBURG 4.3 N,US,NY,TOMPKINS,42.58912,-76.60871
US1NYDT0005,WAPPINGERS FALLS,US,NY,DUTCHESS,41.587969,-73.892214
US1NYTM0015,NEWFIELD 2.5 S,US,NY,TOMPKINS,42.32231,-76.58989
US1NYCT0006,OLEAN 1.2 NE,US,NY,CATTARAUGUS,42.092,-78.413
US1NYTM0023,FREEVILLE 3.7 W,US,NY,TOMPKINS,42.502107,-76.417953
US1NYOT0008,SIDNEY 2.1 NE,US,NY,OTSEGO,42.32348,-75.36435
US1NYSY0010,WATKINS GLEN 3.9,US,NY,SCHUYLER,42.381094,-76.944506
US1NYOG0037,MARCELLUS 2.3 NNE,US,NY,ONONDAGA,43.012788,-76.315881
US1NYER0003,ELMA 3.5 NE,US,NY,ERIE,42.8627,-78.584
US1NYSF0002,RIVERHEAD 1.3 SSE,US,NY,SUFFOLK,40.93,-72.67
US1NYMD0016,CHITTENANGO 2.1 E,US,NY,MADISON,43.03297,-75.83482
US1NYSY0008,BRADFORD 3.2 NNE,US,NY,SCHUYLER,42.415325,-77.087361
US1NYCN0011,SMYRNA 2.4 WNW,US,NY,CHENANGO,42.699043,-75.612127
US1NYNG0017,PENDLETON 1.4 NE,US,NY,NIAGARA,43.101,-78.7083
US1NYGR0005,NEW BALTIMORE 0.2,US,NY,GREENE,42.442942,-73.786627
US1NYNG0011,NIAGARA FALLS 0.7,US,NY,NIAGARA,43.096127,-79.028108
US1NYMR0001,FAIRPORT 1.6 NNE,US,NY,MONROE,43.122316,-77.431418
US1NYCR0003,WILLET 1.8 E,US,NY,CORTLAND,42.47385,-75.87249
US1NYOT0011,HARTWICK,US,NY,OTSEGO,42.6599,-75.05
US1NYSR0007,BALLSTON SPA 4.7,US,NY,SARATOGA,43.043779,-73.929961
US1NYCT0005,PORTVILLE 2.6 SSW,US,NY,CATTARAUGUS,42.001301,-78.359479
US1NYER0026,DERBY 2.4 NNE,US,NY,ERIE,42.714237,-78.971544
US1NYST0024,HAMMONDSPORT 2.9,US,NY,STEUBEN,42.4213,-77.1693
US1NYSH0001,COBLESKILL 5.7 W,US,NY,SCHOHARIE,42.68053,-74.59902
US1NYMR0029,BROCKPORT 1.5 ENE,US,NY,MONROE,43.219917,-77.912445
US1NYSL0009,EDWARDS 0.9 NW,US,NY,ST. LAWRENCE,44.3365,-75.2617
US1NYSV0005,ROCK HILL 2.0 NE,US,NY,SULLIVAN,41.632556,-74.560389
US1NYSF0007,JAMESPORT 0.6 SSW,US,NY,SUFFOLK,40.93639,-72.57778
US1NYTM0008,ENFIELD 0.8 ENE,US,NY,TOMPKINS,42.438264,-76.616678
US1NYCT0007,HINSDALE 4.4 NW,US,NY,CATTARAUGUS,42.224,-78.42992
US1NYJF0013,BLACK RIVER 1.0 E,US,NY,JEFFERSON,44.009384,-75.777027
US1NYCR0008,MARATHON 0.7 WSW,US,NY,CORTLAND,42.4407,-76.049
US1NYER0058,BUFFALO 4.3 SE,US,NY,ERIE,42.842053,-78.804097
US1NYBM0002,FENTON 2.4 NE,US,NY,BROOME,42.233333,-75.783333
US1NYST0012,CATON 2.8 SSW,US,NY,STEUBEN,42.016667,-77.05
US1NYKN0003,BROOKLYN 2.4 SW,US,NY,KINGS,40.61938,-73.98592
US1NYOD0023,DURHAMVILLE 3.5 N,US,NY,ONEIDA,43.17115,-75.68279
US1NYAB0025,VOORHEESVILLE 2.0,US,NY,ALBANY,42.672146,-73.914022
US1NYCM0008,HORSEHEADS 1.5 SS,US,NY,CHEMUNG,42.15,-76.816667
US1NYMD0008,LAKEPORT,US,NY,MADISON,43.138333,-75.870278
US1NYCR0001,FREETOWN 1.0 NE,US,NY,CORTLAND,42.53299,-76.021115
US1NYOD0009,HOLLAND PATENT 2.,US,NY,ONEIDA,43.216667,-75.283333
US1NYOD0006,CAMDEN 1.0 WSW,US,NY,ONEIDA,43.333333,-75.766667
US1NYWN0016,NEWARK 1.3 E,US,NY,WAYNE,43.045738,-77.068836
US1NYBM0007,VESTAL 2.8 SSE,US,NY,BROOME,42.0493,-76.02883
US1NYAB0010,RENSSELAERVILLE 2,US,NY,ALBANY,42.545481,-74.147484
US1NYER0039,HAMBURG 0.4 WSW,US,NY,ERIE,42.722525,-78.843324
US1NYCY0004,LOCKE 0.3 SW,US,NY,CAYUGA,42.6569,-76.4336
US1NYBM0023,CHENANGO BRIDGE 2,US,NY,BROOME,42.197155,-75.834663
US1NYER0029,NORTH COLLINS 4.9,US,NY,ERIE,42.587031,-78.841807
US1NYCM0006,ELMIRA 3.2 E,US,NY,CHEMUNG,42.089,-76.74888
US1NYOL0002,WATERPORT 2.7 N,US,NY,ORLEANS,43.3562,-78.25505
US1NYOG0004,TULLY 1.7 WSW,US,NY,ONONDAGA,42.79,-76.14
US1NYOS0008,PHOENIX 7.1 NNE,US,NY,OSWEGO,43.3323,-76.26663
US1NYMG0001,FORT PLAIN 0.2 SE,US,NY,MONTGOMERY,42.929985,-74.62643
US1NYER0002,BUFFALO 1.5 S,US,NY,ERIE,42.8685,-78.8635
US1NYST0003,SOUTH CORNING 4.7,US,NY,STEUBEN,42.05672,-77.04847
US1NYSC0002,SCOTIA 1.1 NW,US,NY,SCHENECTADY,42.844727,-73.974841
US1NYCM0012,HORSEHEADS,US,NY,CHEMUNG,42.14365,-76.951193
US1NYTM0019,DANBY 2.5 NE,US,NY,TOMPKINS,42.385758,-76.500686
US1NYGR0006,FREEHOLD 3.4 E,US,NY,GREENE,42.36045,-73.983468
US1NYOL0001,MEDINA 0.5 N,US,NY,ORLEANS,43.227271,-78.388221
US1NYHM0001,SPECULATOR 10.0 S,US,NY,HAMILTON,43.451331,-74.47115
US1NYWN0007,ONTARIO 3.4 WSW,US,NY,WAYNE,43.21185,-77.346384
US1NYLV0001,DANSVILLE 3.6 WSW,US,NY,LIVINGSTON,42.5321,-77.7554
US1NYSV0001,LIBERTY 1.3 N,US,NY,SULLIVAN,41.816166,-74.744666
US1NYST0031,SAVONA 4.4 NE,US,NY,STEUBEN,42.33196,-77.16597
US1NYST0002,PAINTED POST 5.3,US,NY,STEUBEN,42.2211,-77.0251
US1NYBM0004,ENDICOTT 5.2 SSE,US,NY,BROOME,42.02958,-76.02129
US1NYSR0014,SARATOGA SPRINGS,US,NY,SARATOGA,43.102514,-73.83969
US1NYOD0004,BOONVILLE 0.2 NW,US,NY,ONEIDA,43.483333,-75.333333
US1NYOD0019,NEW HARTFORD 0.8,US,NY,ONEIDA,43.06182,-75.289864
US1NYCY0013,MORAVIA 2.5 ESE,US,NY,CAYUGA,42.705076,-76.37507
US1NYAB0028,LATHAM 1.5 SSW,US,NY,ALBANY,42.724277,-73.757013
US1NYTM0004,GROTON 0.5 NW,US,NY,TOMPKINS,42.59127,-76.372
US1NYRL0004,SPRING VALLEY 1.7,US,NY,ROCKLAND,41.139406,-74.045686
US1NYOD0001,BOONVILLE 8.0 E,US,NY,ONEIDA,43.47828,-75.16961
US1NYST0005,AVOCA 3.5 N,US,NY,STEUBEN,42.45828,-77.41127
US1NYER0068,LANCASTER 2.1 NNW,US,NY,ERIE,42.93135,-78.67848
US1NYSY0007,WATKINS GLEN 5.8,US,NY,SCHUYLER,42.35098,-76.973491
US1NYSR0015,MALTA 2.6 NNW,US,NY,SARATOGA,43.008029,-73.803065
US1NYBM0011,BINGHAMTON 1.8 SW,US,NY,BROOME,42.073508,-75.929583
US1NYOT0004,BRIDGEWATER 4.3 S,US,NY,OTSEGO,42.816667,-75.233333
US1NYHM0002,INLET 2.2 ESE,US,NY,HAMILTON,43.74909,-74.7493
US1NYER0057,KENMORE 0.8 NW,US,NY,ERIE,42.973478,-78.881651
US1NYAL0002,WEST ALMOND 3.6 S,US,NY,ALLEGANY,42.27055,-77.94195
US1NYMR0026,WEBSTER 3.2 W,US,NY,MONROE,43.209917,-77.485066
US1NYTG0002,VAN ETTEN 4.6 SSE,US,NY,TIOGA,42.133333,-76.533333
US1NYOG0031,MARCELLUS 1.6 E,US,NY,ONONDAGA,42.98258,-76.30908
US1NYOS0001,LACONA 3.6 SSE,US,NY,OSWEGO,43.59643,-76.03732
US1NYSY0002,MONTOUR FALLS 0.2,US,NY,SCHUYLER,42.350051,-76.849169
US1NYCT0003,CUBA 4.9 NNW,US,NY,CATTARAUGUS,42.284741,-78.311518
US1NYOG0014,VILLAGE GREEN 0.7,US,NY,ONONDAGA,43.13,-76.3
US1NYSL0003,WINTHROP 2.0 SW,US,NY,ST. LAWRENCE,44.773674,-74.815744
US1NYDL0004,DELHI 6.3 NNW,US,NY,DELAWARE,42.366667,-74.95
US1NYER0054,EAST AMHERST 1.2,US,NY,ERIE,43.022502,-78.718963
US1NYRN0003,VALLEY FALLS 2.1,US,NY,RENSSELAER,42.877953,-73.535523
US1NYOG0013,CICERO 1.6 NE,US,NY,ONONDAGA,43.18729,-76.0946
US1NYOG0026,BREWERTON 1.2 E,US,NY,ONONDAGA,43.232196,-76.118758
US1NYTG0003,APALACHIN 3.0 ESE,US,NY,TIOGA,42.05,-76.116667
US1NYCM0003,ELMIRA 1.3 ESE,US,NY,CHEMUNG,42.0839,-76.78813
US1NYCM0007,WEST ELMIRA 0.5 S,US,NY,CHEMUNG,42.08302,-76.84616
US1NYTM0030,BROOKTONDALE 2.7,US,NY,TOMPKINS,42.3568,-76.3517
US1NYCY0003,CAYUGA 4.1 ENE,US,NY,CAYUGA,42.933333,-76.65
US1NYCQ0010,DUNKIRK 5.8 S,US,NY,CHAUTAUQUA,42.4825,-79.342833
US1NYER0001,TONAWANDA 0.5 ENE,US,NY,ERIE,42.9866,-78.8662
US1NYWN0003,WOLCOTT 2.5 SSW,US,NY,WAYNE,43.191905,-76.837941
US1NYES0001,LAKE PLACID 1.5 N,US,NY,ESSEX,44.304886,-73.986382
US1NYWC0005,HARRISON 4.1 SSW,US,NY,WESTCHESTER,40.96389,-73.723179
US1NYER0066,EAST AURORA 1.0 E,US,NY,ERIE,42.7645,-78.598
US1NYER0012,WEST SENECA 1.4 E,US,NY,ERIE,42.834626,-78.724199
US1NYNG0012,LOCKPORT 0.8 NE,US,NY,NIAGARA,43.176446,-78.683391
US1NYRC0001,STATEN ISLAND 4.5,US,NY,RICHMOND,40.542096,-74.147558
US1NYUL0003,ROSENDALE VILLAGE,US,NY,ULSTER,41.880884,-74.057408
US1NYJF0005,CLAYTON 0.6 SW,US,NY,JEFFERSON,44.22936,-76.09562
US1NYSV0003,JEFFERSONVILLE 4.,US,NY,SULLIVAN,41.82,-74.99
US1NYOT0005,LAURENS 2.5 NW,US,NY,OTSEGO,42.5555,-75.1265
US1NYSF0016,NORTHPORT 1.6 NNE,US,NY,SUFFOLK,40.9234,-73.3305
US1NYSY0003,CAYUTA 1.6 NW,US,NY,SCHUYLER,42.292346,-76.724887
US1NYST0026,ATLANTA 1.3 NW,US,NY,STEUBEN,42.57291,-77.453246
US1NYLW0005,BEAVER FALLS 0.1,US,NY,LEWIS,43.886166,-75.428354
US1NYOG0046,BALDWINSVILLE 3.5,US,NY,ONONDAGA,43.195063,-76.288349
US1NYAB0006,SCHENECTADY 5.6 S,US,NY,ALBANY,42.719762,-73.930371
US1NYER0040,EAST AMHERST 1.4,US,NY,ERIE,43.015273,-78.670499
US1NYOD0005,WESTERNVILLE 2NW,US,NY,ONEIDA,43.32456,-75.378735
US1NYSL0002,OGDENSBURG 0.4 EN,US,NY,ST. LAWRENCE,44.700057,-75.483164
US1NYCR0005,MARATHON 1.0 NW,US,NY,CORTLAND,42.451608,-76.043708
US1NYCY0002,CAYUGA 3.2 ESE,US,NY,CAYUGA,42.89659,-76.67266
US1NYYT0003,DUNDEE 3.1 ESE,US,NY,YATES,42.502024,-76.9242
US1NYER0077,COLDEN 2.4 ENE,US,NY,ERIE,42.650875,-78.610579
US1NYLW0002,HARRISVILLE 4.7 S,US,NY,LEWIS,44.093611,-75.365278
US1NYNG0003,NORTH TONAWANDA 0,US,NY,NIAGARA,43.055793,-78.869851
US1NYCY0008,AUBURN 8.3 SSE,US,NY,CAYUGA,42.828694,-76.486712
US1NYSC0011,SCHENECTADY 3.3 E,US,NY,SCHENECTADY,42.79382,-73.863886
US1NYTM0010,FREEVILLE 2.6 N,US,NY,TOMPKINS,42.54873,-76.339838
US1NYWR0004,GLENS FALLS 4.0 W,US,NY,WARREN,43.289559,-73.719044
US1NYER0015,LANCASTER 2.3 SE,US,NY,ERIE,42.873954,-78.644114
US1NYMD0009,EARLVILLE 0.4 W,US,NY,MADISON,42.739817,-75.55205
US1NYSR0004,SARATOGA SPRINGS,US,NY,SARATOGA,43.06032,-73.780087
US1NYDT0004,HOPEWELL JUNCTION,US,NY,DUTCHESS,41.55348,-73.78633
US1NYOG0005,FAIRMOUNT 0.9 SE,US,NY,ONONDAGA,43.033333,-76.233333
US1NYTM0027,GROTON 3.2 SSW,US,NY,TOMPKINS,42.547256,-76.399606
US1NYOG0025,DEWITT 0.5 SE,US,NY,ONONDAGA,43.032239,-76.067527
US1NYOR0006,MONROE 1.7 SE,US,NY,ORANGE,41.301445,-74.166969
US1NYON0004,PHELPS 4.4 NW,US,NY,ONTARIO,43.00659,-77.11849
US1NYMR0032,SPENCERPORT 2.6 S,US,NY,MONROE,43.1501,-77.804
US1NYCN0009,NORWICH 5.4 W,US,NY,CHENANGO,42.53356,-75.6306
US1NYCT0014,PERRYSBURG 0.1 EN,US,NY,CATTARAUGUS,42.46,-79
US1NYCM0010,VAN ETTEN 0.3 ENE,US,NY,CHEMUNG,42.2,-76.55
US1NYST0029,BATH 0.4 N,US,NY,STEUBEN,42.343128,-77.318795
US1NYTG0007,OWEGO 1.3 NW,US,NY,TIOGA,42.116667,-76.283333
US1NYCL0007,PERU 4.1 ESE,US,NY,CLINTON,44.564615,-73.453901
US1NYOD0007,HOLLAND PATENT 1.,US,NY,ONEIDA,43.23627,-75.28584
US1NYER0060,BLASDELL 1.5 SSW,US,NY,ERIE,42.776573,-78.844437
US1NYTM0007,GROTON 0.6 ESE,US,NY,TOMPKINS,42.58441,-76.35492
US1NYSL0010,OGDENSBURG 1.6 SW,US,NY,ST. LAWRENCE,44.689055,-75.486377
US1NYLV0005,DANSVILLE 1.0 ENE,US,NY,LIVINGSTON,42.568015,-77.678981
US1NYER0045,EAST AURORA 6.7 E,US,NY,ERIE,42.7443,-78.4884
US1NYAB0017,ALBANY 0.7 E,US,NY,ALBANY,42.667763,-73.785573
US1NYST0004,BIG FLATS 2.0 W,US,NY,STEUBEN,42.14035,-76.97034
US1NYER0080,LANCASTER 4.1 ENE,US,NY,ERIE,42.926463,-78.595198
US1NYER0050,EAST AURORA 0.1 E,US,NY,ERIE,42.7675,-78.6158
US1NYTM0025,ITHACA 3.0 N,US,NY,TOMPKINS,42.487645,-76.500156
US1NYER0085,AKRON 2.4 S,US,NY,ERIE,42.985235,-78.486344
US1NYER0072,TONAWANDA 3.1 NE,US,NY,ERIE,43.01368,-78.82959
US1NYOD0014,WHITESBORO 3.9 NE,US,NY,ONEIDA,43.165833,-75.245083
US1NYMR0023,ROCHESTER 5.0 WNW,US,NY,MONROE,43.203563,-77.703112
US1NYSC0001,DELANSON 2.5 NNE,US,NY,SCHENECTADY,42.781735,-74.170769
US1NYCQ0015,SHERMAN 0.4 ENE,US,NY,CHAUTAUQUA,42.162066,-79.588516
US1NYDL0003,STAMFORD 0.7 NNW,US,NY,DELAWARE,42.418873,-74.620995
US1NYLW0003,CONSTABLEVILLE 1.,US,NY,LEWIS,43.575447,-75.446434
US1NYHM0005,LONG LAKE 12.6 SW,US,NY,HAMILTON,43.873063,-74.632586
US1NYER0013,WEST SENECA 2.3 N,US,NY,ERIE,42.859264,-78.785397
US1NYUL0006,NEW PALTZ 2.4 S,US,NY,ULSTER,41.714048,-74.086557
US1NYOG0016,TULLY 0.1 ESE,US,NY,ONONDAGA,42.79706,-76.10539
US1NYNG0002,NORTH TONAWANDA 1,US,NY,NIAGARA,43.05725,-78.86175
US1NYBM0021,WINDSOR 8.0 SE,US,NY,BROOME,42.00992,-75.51417
US1NYDL0009,ANDES 6.8 W,US,NY,DELAWARE,42.179167,-74.916667
US1NYTG0017,APALACHIN 2.6 SE,US,NY,TIOGA,42.051203,-76.123608
US1NYOG0003,MANLIUS 0.8 E,US,NY,ONONDAGA,43,-75.966667
US1NYER0067,WEST SENECA 0.9 E,US,NY,ERIE,42.838041,-78.733881
US1NYMD0017,MORRISVILLE 3.0 N,US,NY,MADISON,42.94137,-75.64459
US1NYTG0019,OWEGO 2.5 ENE,US,NY,TIOGA,42.1246,-76.2213
US1NYCT0012,FRANKLINVILLE 0.4,US,NY,CATTARAUGUS,42.33125,-78.461496
US1NYWN0006,PALMYRA 1.6 NW,US,NY,WAYNE,43.0795,-77.2526
US1NYOG0011,TULLY 0.2 NW,US,NY,ONONDAGA,42.8,-76.11
US1NYER0046,WILLIAMSVILLE 3.6,US,NY,ERIE,42.986,-78.677003
US1NYAB0001,ALTAMONT 2.7 SSW,US,NY,ALBANY,42.66696,-74.05088
US1NYOS0020,FULTON 0.2 W,US,NY,OSWEGO,43.3165,-76.41855
US1NYTM0026,BROOKTONDALE 1.3,US,NY,TOMPKINS,42.3925,-76.4153
US1NYCY0001,AURORA 2.8 ESE,US,NY,CAYUGA,42.739,-76.657
US1NYCM0004,SOUTHPORT 3.8 SSW,US,NY,CHEMUNG,42.016667,-76.85
US1NYMR0020,ROCHESTER 5.8 ESE,US,NY,MONROE,43.147877,-77.504501
US1NYWC0009,NEW ROCHELLE 1.3,US,NY,WESTCHESTER,40.904,-73.777
US1NYLV0002,AVON 0.5 NNE,US,NY,LIVINGSTON,42.918595,-77.743687
US1NYJF0008,FELTS MILLS 0.1 N,US,NY,JEFFERSON,44.01942,-75.76552
US1NYAL0003,CUBA 2.5 NNW,US,NY,ALLEGANY,42.249531,-78.299844
US1NYUL0001,KINGSTON 1.1 W,US,NY,ULSTER,41.9286,-74.0195
US1NYCN0006,GREENE 1.2 ESE,US,NY,CHENANGO,42.32246,-75.75066
US1NYSV0007,NARROWSBURG 4.1 E,US,NY,SULLIVAN,41.599788,-74.982761
US1NYMR0002,FAIRPORT 4.1 S,US,NY,MONROE,43.041408,-77.451561
US1NYCM0005,BIG FLATS 1.1 WNW,US,NY,CHEMUNG,42.15,-76.95
US1NYCQ0017,FORESTVILLE 2.5 S,US,NY,CHAUTAUQUA,42.446,-79.1371
US1NYTM0005,FREEVILLE 1.5 NE,US,NY,TOMPKINS,42.5253,-76.3218
US1NYMD0002,ONEIDA 0.7 NNE,US,NY,MADISON,43.0861,-75.66067
US1NYTG0005,BERKSHIRE 2.0 N,US,NY,TIOGA,42.334631,-76.189915
US1NYTM0017,ITHACA 2.6 NW,US,NY,TOMPKINS,42.497222,-76.580278
US1NYTG0004,NEWARK VALLEY 4.6,US,NY,TIOGA,42.283333,-76.15
US1NYER0044,ELMA CENTER 1.9 S,US,NY,ERIE,42.8056,-78.6081
US1NYCY0010,MARTVILLE 4.0 SSE,US,NY,CAYUGA,43.223685,-76.610688
US1NYHR0004,ILION 0.8 WNW,US,NY,HERKIMER,43.016588,-75.055279
US1NYJF0007,THERESA 2.8 S,US,NY,JEFFERSON,44.175038,-75.791367
US1NYOG0020,SYRACUSE 1.4 SE,US,NY,ONONDAGA,43.02841,-76.12122
US1NYUL0008,STONE RIDGE 4.9 N,US,NY,ULSTER,41.9162,-74.18317
US1NYTM0002,LANSING 6.6 NW,US,NY,TOMPKINS,42.5666,-76.57
US1NYTM0001,LANSING 8.9 N,US,NY,TOMPKINS,42.6203,-76.493549
US1NYOD0008,ROME 4.9 SSE,US,NY,ONEIDA,43.157997,-75.462112
US1NYCN0002,NORWICH 5.7 NE,US,NY,CHENANGO,42.583333,-75.433333
US1NYOG0040,POMPEY 2.0 NNW,US,NY,ONONDAGA,42.925269,-76.032844
US1NYST0011,SAVONA 4.1 SSW,US,NY,STEUBEN,42.233333,-77.266667
