GHCND,STATION_NAME,CC,ST,COUNTY,LAT_DEC,LON_DEC
USC00302039,DELHI 1 NW,US,NY,DELAWARE,42.3,-74.93333
USC00302454,EAST SIDNEY,US,NY,DELAWARE,42.33333,-75.23333
USC00308665,UNADILLA,US,NY,OTSEGO,42.316667,-75.316667
USC00300360,BAINBRIDGE,US,NY,CHENANGO,42.283333,-75.5
USC00303444,GREENE,US,NY,CHENANGO,42.316667,-75.783333
USC00309439,WHITNEY POINT 5 E,US,NY,BROOME,42.33333,-75.86667
USC00309437,WHITNEY POINT,US,NY,BROOME,42.316667,-75.966667
USC00309087,WEST ALMOND,US,NY,ALLEGANY,42.3,-77.883333
USC00300183,ANGELICA,US,NY,ALLEGANY,42.3,-78.05
USC00303025,FRANKLINVILLE 1 S,US,NY,CATTARAUGUS,42.333333,-78.483333
USC00305673,NEW ALBION,US,NY,CATTARAUGUS,42.28333,-78.88333
USC00305675,NEW ALBION 1 W,US,NY,CATTARAUGUS,42.28333,-78.91667
USC00301391,CHATHAM,US,NY,COLUMBIA,42.366667,-73.6
USC00303038,FREEHOLD 2 NW,US,NY,GREENE,42.36667,-74.06667
USC00306042,WINDHAM NORTH SET,US,NY,GREENE,42.35,-74.28333
USC00309512,WINDHAM NORTH SET,US,NY,GREENE,42.35,-74.28333
USC00305032,MANORKILL,US,NY,SCHOHARIE,42.383333,-74.316667
USC00303373,GRAND GORGE,US,NY,DELAWARE,42.366667,-74.483333
USC00308670,UNADILLA 2 N,US,NY,OTSEGO,42.35,-75.31667
USC00307195,ROCKDALE,US,NY,CHENANGO,42.383333,-75.4
USC00307830,SMITHSVILLE FLATS,US,NY,CHENANGO,42.4,-75.816667
USC00309442,WHITNEY POINT DAM,US,NY,BROOME,42.35,-75.966667
USC00304782,LISLE,US,NY,BROOME,42.35,-76
USC00307070,RICHFORD,US,NY,TIOGA,42.35,-76.18333
USC00307069,RICHFORD,US,NY,TIOGA,42.366667,-76.216667
USC00309020,WATKINS GLEN,US,NY,SCHUYLER,42.36667,-76.86667
USC00300816,BRADFORD,US,NY,STEUBEN,42.366667,-77.133333
USC00300817,BRADFORD 1 NW,US,NY,STEUBEN,42.383333,-77.116667
USC00300448,BATH,US,NY,STEUBEN,42.33333,-77.33333
USC00303983,HORNELL ALMOND DA,US,NY,STEUBEN,42.35,-77.7
USC00307329,RUSHFORD 3 SE,US,NY,ALLEGANY,42.36667,-78.2
USC00301136,CANAAN 2 E,US,NY,COLUMBIA,42.41667,-73.4
USC00308746,VALATIE 1 N,US,NY,COLUMBIA,42.43333,-73.68333
USC00306111,OAK HILL,US,NY,GREENE,42.4,-74.15
USC00306848,PRESTON HOLLOW,US,NY,ALBANY,42.433333,-74.2
USC00308160,STAMFORD,US,NY,DELAWARE,42.4,-74.616667
USC00304473,KORTRIGHT 2,US,NY,DELAWARE,42.41667,-74.8
USC00304472,KORTRIGHT,US,NY,DELAWARE,42.4,-74.8
USC00304070,HUNTS CORNERS,US,NY,CORTLAND,42.433333,-76.116667
USC00301032,BURDETT 1 NE,US,NY,SCHUYLER,42.416667,-76.833333
USC00309021,WATKINS GLEN 2 NW,US,NY,SCHUYLER,42.4,-76.9
USC00303616,HAMMONDSPORT,US,NY,STEUBEN,42.416667,-77.216667
USC00303617,HAMMONDSPORT 1 W,US,NY,STEUBEN,42.4,-77.25
USC00308924,WALLACE SCS,US,NY,STEUBEN,42.433333,-77.466667
USC00303722,HASKINVILLE,US,NY,STEUBEN,42.416667,-77.566667
USC00300246,ARKPORT,US,NY,ALLEGANY,42.416667,-77.733333
USC00303033,FREDONIA ACADEMY,US,NY,CHAUTAUQUA,42.433333,-79.316667
USC00305560,MOUNT LEBANON,US,NY,COLUMBIA,42.45,-73.383333
USC00300063,ALCOVE DAM,US,NY,ALBANY,42.46667,-73.93333
USC00301987,DAVENPORT 2 E,US,NY,DELAWARE,42.466667,-74.85
USC00306229,ONEONTA 3 SE,US,NY,OTSEGO,42.45,-75
USC00306224,ONEONTA,US,NY,OTSEGO,42.45,-75.066667
USC00306225,ONEONTA,US,NY,OTSEGO,42.45,-75.06667
USC00306232,ONEONTA STATE UNI,US,NY,OTSEGO,42.46667,-75.06667
USC00306322,OTEGO,US,NY,OTSEGO,42.466667,-75.2
USC00305604,MOUNT PLEASANT FA,US,NY,TOMPKINS,42.45,-76.36667
USC00304174,ITHACA CORNELL UN,US,NY,TOMPKINS,42.45,-76.483333
USC00301603,COHOCTON SCS,US,NY,STEUBEN,42.466667,-77.5
USC00301156,CANASERAGA,US,NY,ALLEGANY,42.46667,-77.78333
USC00303354,GOWANDA PSYCHIATR,US,NY,ERIE,42.483333,-78.933333
USC00303769,GOWANDA CORRECTIO,US,NY,ERIE,42.48333,-78.93333
USC00303352,GOWANDA,US,NY,ERIE,42.46667,-78.93333
USC00309178,WESTERLO,US,NY,ALBANY,42.516667,-74.05
USC00307024,RENSSELAERVILLE 2,US,NY,ALBANY,42.53333,-74.16667
USC00307998,SOUTH NEW BERLIN,US,NY,CHENANGO,42.53333,-75.43333
USC00306085,NORWICH,US,NY,CHENANGO,42.55,-75.533333
USC00301492,CINCINNATUS,US,NY,CORTLAND,42.533333,-75.9
USC00303050,FREEVILLE 1 NE,US,NY,TOMPKINS,42.5,-76.333333
USC00303766,HECTOR,US,NY,SCHUYLER,42.5,-76.88333
USC00306831,PRATTSBURG 2 NW,US,NY,STEUBEN,42.566667,-77.333333
USC00305917,NORTH COHOCTON SC,US,NY,STEUBEN,42.566667,-77.433333
USC00309533,WISCOY 1 E,US,NY,ALLEGANY,42.5,-78.083333
USC00300220,ARCADE,US,NY,WYOMING,42.533333,-78.433333
USW00014747,DUNKIRK,US,NY,CHAUTAUQUA,42.5,-79.28333
USC00305291,MIDDLEBURG 4 SW,US,NY,SCHOHARIE,42.56667,-74.31667
USC00308338,SUMMIT,US,NY,SCHOHARIE,42.583333,-74.583333
USC00301974,DANSVILLE,US,NY,LIVINGSTON,42.566667,-77.7
USC00306745,PORTAGEVILLE,US,NY,WYOMING,42.583333,-77.95
USC00304698,LETCHWORTH PARK,US,NY,WYOMING,42.583333,-78.033333
USC00301434,CHERRYPLAIN 2,US,NY,RENSSELAER,42.63333,-73.35
USC00300641,BERLIN 4 S,US,NY,RENSSELAER,42.63333,-73.36667
USC00301433,CHERRYPLAIN,US,NY,RENSSELAER,42.616667,-73.416667
USC00309303,WEST SAND LAKE 2,US,NY,RENSSELAER,42.61667,-73.6
USC00300654,BERNE 1 NW,US,NY,ALBANY,42.63333,-74.15
USC00300655,BERNE 2 NW,US,NY,ALBANY,42.65,-74.16667
USC00305687,NEW BERLIN,US,NY,CHENANGO,42.616667,-75.333333
USC00308006,SOUTH NEW BERLIN,US,NY,CHENANGO,42.58333,-75.43333
USC00305692,NEW BERLIN 5 WSW,US,NY,CHENANGO,42.61667,-75.43333
USC00306685,PLYMOUTH,US,NY,CHENANGO,42.61667,-75.6
USC00301799,CORTLAND/ACADEMY,US,NY,CORTLAND,42.633333,-76.183333
USC00306346,OVID 4 S,US,NY,SENECA,42.61667,-76.81667
USC00305635,NAPLES,US,NY,ONTARIO,42.61667,-77.4
USC00302506,EDEN 3 SW,US,NY,ERIE,42.61667,-78.93333
USC00300047,ALBANY,US,NY,ALBANY,42.65,-73.733333
USC00301593,COBLESKILL 2,US,NY,SCHOHARIE,42.68333,-74.48333
USC00301589,COBLESKILL,US,NY,SCHOHARIE,42.666667,-74.5
USC00302526,EDMESTON,US,NY,OTSEGO,42.75,-75.233333
USC00307705,SHERBURNE 2 S,US,NY,CHENANGO,42.666667,-75.5
USC00304836,LOCKE 2 W,US,NY,CAYUGA,42.666667,-76.466667
USC00306510,PENN YAN,US,NY,YATES,42.7,-77
USC00303520,GROVELAND,US,NY,LIVINGSTON,42.66667,-77.76667
USC00307864,SONYEA,US,NY,LIVINGSTON,42.7,-77.866667
USC00308962,WARSAW 5 SW,US,NY,WYOMING,42.68333,-78.2
USC00300505,BEAVER MEADOW,US,NY,WYOMING,42.66667,-78.38333
USC00301623,COLDEN 1 N,US,NY,ERIE,42.66667,-78.68333
USC00306549,PETERSBURG 2 SE,US,NY,RENSSELAER,42.73333,-73.3
USC00300652,BERLIN 4 ENE,US,NY,RENSSELAER,42.71667,-73.31667
USC00308870,VOORHEESVILLE DEP,US,NY,ALBANY,42.65,-73.9
USC00301752,COOPERSTOWN,US,NY,OTSEGO,42.7,-74.916667
USC00304754,LINCKLAEN,US,NY,CHENANGO,42.68333,-75.88333
USC00308611,TRUXTON,US,NY,CORTLAND,42.71667,-76.03333
USC00302351,EAST HOMER 1,US,NY,CORTLAND,42.7,-76.116667
USC00302356,EAST HOMER 2,US,NY,CORTLAND,42.716667,-76.116667
USC00300921,BRISTOL SPRINGS,US,NY,ONTARIO,42.7,-77.383333
USC00303124,GANNETT HILL,US,NY,ONTARIO,42.7,-77.4
USC00305597,MOUNT MORRIS 2 W,US,NY,LIVINGSTON,42.7,-77.933333
USC00308058,SOUTH WALES,US,NY,ERIE,42.716667,-78.6
USC00302071,DERBY 2 NW,US,NY,ERIE,42.7,-79.016667
USC00300331,AURORA RESEARCH F,US,NY,CAYUGA,42.73333,-76.65
USC00303360,GRAFTON,US,NY,RENSSELAER,42.766667,-73.483333
USC00308600,TROY DAM 2,US,NY,RENSSELAER,42.75,-73.683333
USW00014735,ALBANY AP,US,NY,ALBANY,42.75,-73.8
USC00302683,ESPERANCE,US,NY,SCHENECTADY,42.76667,-74.25
USC00307664,SHARON SPRINGS 2,US,NY,SCHOHARIE,42.783333,-74.633333
USC00308614,TRUXTON 4 N,US,NY,CORTLAND,42.766667,-76.033333
USC00308619,TRUXTON 5 N,US,NY,CORTLAND,42.783333,-76.033333
USC00308627,TULLY HEIBERG FOR,US,NY,CORTLAND,42.76667,-76.08333
USW00004727,GENEVA SAMPSON AF,US,NY,SENECA,42.73333,-76.91667
USC00303773,HEMLOCK LAKE,US,NY,LIVINGSTON,42.783333,-77.616667
USC00308910,WALES,US,NY,ERIE,42.75,-78.516667
USW00004782,SCHENECTADY,US,NY,RENSSELAER,42.833333,-73.916667
USC00307568,SCOTIA,US,NY,SCHENECTADY,42.816667,-73.983333
USC00301052,BURTONSVILLE,US,NY,SCHENECTADY,42.8,-74.25
USC00307659,SHARON SPRINGS 1,US,NY,SCHOHARIE,42.8,-74.6
USC00301436,CHERRY VALLEY 2 N,US,NY,OTSEGO,42.8,-74.783333
USC00303602,HAMILTON,US,NY,MADISON,42.816667,-75.566667
USC00302079,DERUYTER 4 N,US,NY,MADISON,42.75,-75.916667
USC00308625,TULLY 4 NE,US,NY,ONONDAGA,42.83333,-76.03333
USC00309307,WEST SENECA 1 NE,US,NY,ERIE,42.83333,-78.75
USC00305248,MELROSE 1 NE,US,NY,RENSSELAER,42.85,-73.61667
USC00305231,MECHANICVILLE 2 S,US,NY,SARATOGA,42.883333,-73.683333
USC00305512,MORRISVILLE 3 S,US,NY,MADISON,42.85,-75.65
USC00303177,GENEVA,US,NY,ONTARIO,42.85,-77
USC00303184,GENEVA RESEARCH F,US,NY,ONTARIO,42.88333,-77.03333
USC00303182,GENEVA SCS,US,NY,ONTARIO,42.883333,-77.016667
USC00301152,CANANDAIGUA 3 S,US,NY,ONTARIO,42.883333,-77.283333
USC00306464,PAVILION,US,NY,GENESEE,42.8789,-78.026
USC00304767,LINDEN,US,NY,GENESEE,42.866667,-78.166667
USC00300613,BENNINGTON,US,NY,WYOMING,42.85611,-78.39583
USC00302599,ELMA,US,NY,ERIE,42.85,-78.65
USC00302236,EAGLE BRIDGE 2 SE,US,NY,RENSSELAER,42.93333,-73.36667
USC00304271,JOHNSONVILLE,US,NY,RENSSELAER,42.916667,-73.516667
USC00307505,SCHAGHTICOKE 1 W,US,NY,RENSSELAER,42.9,-73.6
USC00300159,AMSTERDAM LOCK 1O,US,NY,MONTGOMERY,42.91667,-74.13333
USC00300156,AMSTERDAM 2 SW,US,NY,MONTGOMERY,42.91667,-74.21667
USC00301144,CANAJOHARIE,US,NY,MONTGOMERY,42.9,-74.583333
USC00302953,FORT PLAIN,US,NY,MONTGOMERY,42.933333,-74.633333
USC00301292,CEDARVILLE 3 SE,US,NY,OTSEGO,42.9,-75.08333
USC00301291,CEDARVILLE 1 N,US,NY,HERKIMER,42.93333,-75.11667
USC00301424,CHEPACHET,US,NY,HERKIMER,42.9,-75.116667
USC00301272,CAZENOVIA,US,NY,MADISON,42.933333,-75.85
USC00300321,AUBURN,US,NY,CAYUGA,42.916667,-76.583333
USC00308987,WATERLOO,US,NY,SENECA,42.9,-76.866667
USC00302277,EAST BLOOMFIELD,US,NY,ONTARIO,42.9,-77.416667
USC00300343,AVON,US,NY,LIVINGSTON,42.933333,-77.8
USW00014733,BUFFALO,US,NY,ERIE,42.883333,-78.883333
USC00301010,BUFFALO,US,NY,ERIE,42.88333,-78.88333
USC00307484,SARATOGA SPRINGS,US,NY,SARATOGA,42.98333,-73.73333
USC00308586,TRIBES HILL,US,NY,MONTGOMERY,42.95,-74.283333
USC00302888,FONDA,US,NY,MONTGOMERY,42.966667,-74.416667
USW00014749,FORT PLAIN WB AP,US,NY,MONTGOMERY,42.96667,-74.66667
USC00305072,MARCELLUS SCS,US,NY,ONONDAGA,42.983333,-76.383333
USC00307780,SKANEATELES,US,NY,ONONDAGA,42.95,-76.433333
USC00301265,CAYUGA LOCK #1,US,NY,CAYUGA,42.95,-76.733333
USC00308839,VICTOR,US,NY,ONTARIO,42.983333,-77.416667
USC00303957,HONEOYE FALLS,US,NY,MONROE,42.95,-77.58333
USC00308152,STAFFORD,US,NY,GENESEE,42.983333,-78.083333
USC00309250,WEST MILTON,US,NY,SARATOGA,43.03333,-73.93333
USC00302666,EPHRATAH,US,NY,FULTON,43.016667,-74.533333
USC00307382,ST JOHNSVILLE,US,NY,MONTGOMERY,43,-74.68333
USC00304801,LITTLE FALLS 5 E,US,NY,HERKIMER,43.01667,-74.78333
USC00304796,LITTLE FALLS 2,US,NY,HERKIMER,43.033333,-74.866667
USC00304182,JACKSONBURG,US,NY,HERKIMER,43.016667,-74.916667
USC00305171,MAYS POINT LOCK 2,US,NY,SENECA,43,-76.766667
USC00307578,SCOTTSVILLE,US,NY,MONROE,43.016667,-77.75
USC00303128,GARBUTT,US,NY,MONROE,43.01667,-77.8
USC00300443,BATAVIA,US,NY,GENESEE,43,-78.183333
USC00300929,BROADALBIN,US,NY,FULTON,43.066667,-74.166667
USC00303319,GLOVERSVILLE,US,NY,FULTON,43.066667,-74.333333
USC00304111,INGHAMS,US,NY,HERKIMER,43.066667,-74.766667
USC00302137,DOLGEVILLE,US,NY,HERKIMER,43.083333,-74.766667
USC00304791,LITTLE FALLS 1,US,NY,HERKIMER,43.066667,-74.866667
USC00303010,FRANKFORT LOCK 19,US,NY,HERKIMER,43.066667,-75.116667
USC00301160,CANASTOTA,US,NY,MADISON,43.066667,-75.75
USC00308380,SYRACUSE,US,NY,ONONDAGA,43.03333,-76.13333
USC00301580,CLYDE LOCK 26,US,NY,WAYNE,43.066667,-76.833333
USC00305679,NEWARK,US,NY,WAYNE,43.05,-77.1
USC00304952,MACEDON,US,NY,WAYNE,43.06667,-77.3
USC00307906,SOUTH BYRON,US,NY,GENESEE,43.06667,-78.06667
USC00308739,UTICA 3 W,US,NY,ONEIDA,43.083333,-75.233333
USC00300452,BATTENVILLE,US,NY,WASHINGTON,43.116667,-73.416667
USC00307544,SCHUYLERVILLE LOC,US,NY,SARATOGA,43.116667,-73.583333
USC00307549,SCHUYLERVILLE,US,NY,SARATOGA,43.1,-73.583333
USC00303452,GREENFIELD CTR,US,NY,SARATOGA,43.116667,-73.833333
USC00307480,SARATOGA SPRINGS,US,NY,SARATOGA,43.116667,-73.8
USC00303324,GLOVERSVILLE PECK,US,NY,FULTON,43.1,-74.433333
USC00308240,STEWARTS LANDING,US,NY,FULTON,43.133333,-74.6
USC00308138,SPRITE CREEK,US,NY,FULTON,43.133333,-74.666667
USC00303416,GRAVESVILLE 2 N,US,NY,HERKIMER,43.13333,-75.11667
USC00308733,UTICA ACADEMY,US,NY,ONEIDA,43.1,-75.216667
USW00014768,ROCHESTER COLLEGI,US,NY,MONROE,43.133333,-77.616667
USC00301484,CHURCHVILLE,US,NY,MONROE,43.1,-77.88333
USW00004724,NIAGARA FALLS AF,US,NY,NIAGARA,43.1,-78.95
USC00307405,SALEM,US,NY,WASHINGTON,43.166667,-73.333333
USC00301138,CANADA LAKE,US,NY,HAMILTON,43.16667,-74.51667
USC00307413,SALISBURY,US,NY,HERKIMER,43.15,-74.85
USC00302720,FAIRFIELD,US,NY,HERKIMER,43.15,-74.9
USW00014774,UTICA CAA AP,US,NY,ONEIDA,43.16667,-75.31667
USW00094794,UTICA CAA,US,NY,ONEIDA,43.15,-75.38333
USC00300379,BALDWINSVILLE,US,NY,ONONDAGA,43.15,-76.333333
USC00304844,LOCKPORT,US,NY,NIAGARA,43.15,-78.833333
USC00304715,LEWISTON 1 N,US,NY,NIAGARA,43.166667,-79.05
USC00308104,SPIER FALLS,US,NY,SARATOGA,43.233333,-73.75
USC00306062,NORTHVILLE,US,NY,FULTON,43.233333,-74.183333
USW00014717,GRIFFISS AAF,US,NY,ONEIDA,43.23333,-75.41667
USC00305751,NEW LONDON LOCK 2,US,NY,ONEIDA,43.216667,-75.65
USC00301541,CLEVELAND,US,NY,OSWEGO,43.233333,-75.883333
USC00300870,BREWERTON LOCK 23,US,NY,ONONDAGA,43.233333,-76.2
USC00309544,WOLCOTT 3 NW,US,NY,WAYNE,43.216667,-76.816667
USC00307842,SODUS CENTER,US,NY,WAYNE,43.2,-77.01667
USC00304849,LOCKPORT 4 NE,US,NY,NIAGARA,43.2,-78.63333
USC00303299,GLENS FALLS FEEDE,US,NY,SARATOGA,43.283333,-73.666667
USC00300242,ARIETTA,US,NY,HAMILTON,43.25,-74.51667
USC00303881,HILTON,US,NY,MONROE,43.283333,-77.783333
USC00308578,TRENTON FALLS,US,NY,ONEIDA,43.26667,-75.15
USC00302045,DELTA,US,NY,ONEIDA,43.266667,-75.433333
USC00301728,CONSTANTIA,US,NY,OSWEGO,43.25,-76
USC00300937,BROCKPORT,US,NY,MONROE,43.216667,-77.95
USC00300055,ALBION,US,NY,ORLEANS,43.26338,-78.21527
USC00303289,GLENS FALLS FIRE,US,NY,WARREN,43.283333,-73.666667
USC00303284,GLENS FALLS FARM,US,NY,WARREN,43.333333,-73.733333
USC00301713,CONKLINGVILLE DAM,US,NY,SARATOGA,43.316667,-73.916667
USC00301708,CONKLINGVILLE,US,NY,SARATOGA,43.316667,-73.933333
USC00303970,HOPE 3 E,US,NY,HAMILTON,43.3,-74.18333
USC00303889,HINCKLEY 1 SE,US,NY,ONEIDA,43.3,-75.116667
USC00301110,CAMDEN 2 NW,US,NY,ONEIDA,43.333333,-75.75
USC00304984,MALLORY,US,NY,OSWEGO,43.31667,-76.1
USC00303087,FULTON,US,NY,OSWEGO,43.316667,-76.416667
USC00304353,KENDALL,US,NY,ORLEANS,43.333333,-78.033333
USC00309507,WILSON 2 NE,US,NY,NIAGARA,43.316667,-78.8
USC00307818,SMITHS BASIN,US,NY,WASHINGTON,43.35,-73.5
USW00014750,GLENS FALLS AP,US,NY,WARREN,43.35,-73.61667
USC00303916,HOFFMEISTER 3 W,US,NY,HAMILTON,43.383333,-74.716667
USC00300412,BARKER 4 NE,US,NY,NIAGARA,43.36667,-78.48333
USC00303831,HIGGINS BAY,US,NY,HAMILTON,43.4,-74.533333
USC00302917,FORESTPORT,US,NY,ONEIDA,43.433333,-75.2
USC00306623,PISECO,US,NY,HAMILTON,43.45,-74.53333
USC00300785,BOONVILLE 3 SE,US,NY,ONEIDA,43.45,-75.28333
USC00306314,OSWEGO EAST,US,NY,OSWEGO,43.45,-76.516667
USC00308080,SPECULATOR,US,NY,HAMILTON,43.5,-74.366667
USC00305987,NORTH LAKE,US,NY,HERKIMER,43.516667,-75.066667
USC00300780,BOONVILLE,US,NY,LEWIS,43.516667,-75.3
USC00300608,BENNETTS BRIDGE,US,NY,OSWEGO,43.53333,-75.95
USC00309389,WHITEHALL AIRWAYS,US,NY,WASHINGTON,43.55,-73.4
USC00308959,WARRENSBURG 4 NW,US,NY,WARREN,43.5,-73.766667
USC00303851,HIGHMARKET,US,NY,LEWIS,43.583333,-75.516667
USC00303856,HIGHMARKET 1 SE,US,NY,LEWIS,43.583333,-75.5
USC00307077,RICHLAND,US,NY,OSWEGO,43.566667,-76.05
USC00306867,PULASKI,US,NY,OSWEGO,43.566667,-76.133333
USC00307129,RIVERBANK,US,NY,WARREN,43.61667,-73.73333
USC00300368,BAKERS MILLS,US,NY,WARREN,43.616667,-74.033333
USC00305199,MCKEEVER,US,NY,HERKIMER,43.616667,-75.1
USC00304944,LYONS FALLS,US,NY,LEWIS,43.61667,-75.36667
USC00308635,TURIN 1 N,US,NY,LEWIS,43.63333,-75.41667
USC00303961,HOOKER 4 N,US,NY,LEWIS,43.683333,-75.75
USC00305925,NORTH CREEK SE,US,NY,WARREN,43.7,-73.983333
USC00306179,OLD FORGE THENDAR,US,NY,HERKIMER,43.7,-74.933333
USC00306184,OLD FORGE,US,NY,HERKIMER,43.716667,-74.966667
USC00308036,SOUTH SCHROON,US,NY,ESSEX,43.8,-73.8
USC00304102,INDIAN LAKE,US,NY,HAMILTON,43.75,-74.283333
USC00302234,EAGLE BAY,US,NY,HAMILTON,43.76667,-74.81667
USC00304912,LOWVILLE ACADEMY,US,NY,LEWIS,43.8,-75.5
USC00307524,SCHROON LAKE,US,NY,ESSEX,43.833333,-73.766667
USC00306941,RAQUETTE LAKE,US,NY,HAMILTON,43.9,-74.583333
USC00300668,BIG MOOSE 3 SE,US,NY,HERKIMER,43.816667,-74.866667
USC00300018,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
USW00014772,TICONDEROGA 3 NE,US,NY,ESSEX,43.83333,-73.41667
USC00308503,TICONDEROGA,US,NY,ESSEX,43.85,-73.416667
USC00300746,BLUE MOUNTAIN LAK,US,NY,HAMILTON,43.866667,-74.433333
USC00308248,STILLWATER/RSVR,US,NY,HERKIMER,43.883333,-75.033333
USC00300500,BEAVER FALLS,US,NY,LEWIS,43.883333,-75.433333
USC00302239,EAGLE FALLS,US,NY,LEWIS,43.916667,-75.2
USC00300015,ADAMS CENTER,US,NY,JEFFERSON,43.816667,-76.116667
USC00305714,NEWCOMB 3 E,US,NY,ESSEX,43.96667,-74.1
USC00305711,NEWCOMB 3 W,US,NY,ESSEX,43.966667,-74.166667
USC00309000,WATERTOWN,US,NY,JEFFERSON,43.966667,-75.9
USC00307532,SCHROON RIVER 4 N,US,NY,ESSEX,43.95,-73.733333
USC00302934,FORT DRUM,US,NY,JEFFERSON,44.03333,-75.76667
USC00300706,BLACK RIVER 1 SW,US,NY,JEFFERSON,44,-75.816667
USW00094790,WATERTOWN AP,US,NY,JEFFERSON,43.98867,-76.02623
USC00306765,PORT HENRY,US,NY,ESSEX,44.05,-73.45
USC00307356,SABATTIS WHITNEY,US,NY,HAMILTON,44.05,-74.63333
USW00014715,WHEELER SACK FIEL,US,NY,JEFFERSON,44.05,-75.71667
USC00307348,SABATTIS 3 NE,US,NY,ST. LAWRENCE,44.116667,-74.666667
USC00304332,KEENE VALLEY,US,NY,ESSEX,44.2,-73.85
USC00308944,WANAKENA,US,NY,ST. LAWRENCE,44.133333,-74.916667
USC00302554,ELIZABETHTOWN,US,NY,ESSEX,44.216667,-73.583333
USC00308631,AXTON,US,NY,FRANKLIN,44.2,-74.333333
USC00300981,BROWNS FALLS,US,NY,ST. LAWRENCE,44.21667,-75.06667
USC00308455,THERESA,US,NY,JEFFERSON,44.2,-75.8
USC00304555,LAKE PLACID,US,NY,ESSEX,44.283333,-73.983333
USC00307944,SOUTH EDWARDS 1 E,US,NY,ST. LAWRENCE,44.266667,-75.2
USC00306957,RAY BROOK,US,NY,ESSEX,44.3,-74.1
USC00307472,SARANAC LAKE,US,NY,ESSEX,44.333333,-74.15
USC00303346,GOUVERNEUR 3 NW,US,NY,ST. LAWRENCE,44.416667,-75.583333
USC00300077,ALEXANDRIA BAY 1,US,NY,JEFFERSON,44.333333,-75.916667
USC00309055,WELLESLEY ISLAND,US,NY,JEFFERSON,44.3,-76.03333
USW00094740,SARANAC LAKE ADIR,US,NY,FRANKLIN,44.38333,-74.2
USC00303102,GABRIELS,US,NY,FRANKLIN,44.416667,-74.183333
USC00306459,PAUL SMITHS,US,NY,FRANKLIN,44.433333,-74.25
USC00306538,PERU 2 WSW,US,NY,CLINTON,44.56667,-73.56667
USC00301664,COLTON 2 N,US,NY,ST. LAWRENCE,44.583333,-74.95
USW00014743,CANTON,US,NY,ST. LAWRENCE,44.6,-75.183333
USC00306411,PARISHVILLE 1 WNW,US,NY,ST. LAWRENCE,44.633333,-74.833333
USW00004742,PLATTSBURGH AFB,US,NY,CLINTON,44.65,-73.45
USW00064776,PLATTSBURGH INTER,US,NY,CLINTON,44.65,-73.46667
USW00094733,PLATTSBURGH,US,NY,CLINTON,44.7,-73.45
USC00306659,PLATTSBURG,US,NY,CLINTON,44.7,-73.466667
USC00301966,DANNEMORA,US,NY,CLINTON,44.716667,-73.716667
USC00306164,OGDENSBURGH ACADE,US,NY,ST. LAWRENCE,44.716667,-75.5
USC00301387,CHASM FALLS,US,NY,FRANKLIN,44.75,-74.216667
USC00304647,LAWRENCEVILLE,US,NY,ST. LAWRENCE,44.75,-74.666667
USC00309374,WHIPPLEVILLE,US,NY,FRANKLIN,44.81667,-74.26667
USC00305869,NORFOLK,US,NY,ST. LAWRENCE,44.8,-75
USC00301401,CHAZY,US,NY,CLINTON,44.866667,-73.416667
USC00302574,ELLENBURG DEPOT,US,NY,CLINTON,44.9,-73.8
USC00301723,CONSTABLE 1 S,US,NY,FRANKLIN,44.91667,-74.3
USW00094725,MASSENA AP,US,NY,ST. LAWRENCE,44.93333,-74.85
USC00305129,MASSENA SNELL LOC,US,NY,ST. LAWRENCE,44.933333,-74.883333
USC00300658,BERNE 5 SW,US,NY,ALBANY,42.58333,-74.18333
USC00305113,MARYLAND 6 SW,US,NY,OTSEGO,42.51667,-74.96667
USC00304996,MALONE,US,NY,FRANKLIN,44.85,-74.3
USC00306047,NORTH TONAWANDA,US,NY,NIAGARA,43.01667,-78.85
USC00303152,GARNERVILLE,US,NY,ROCKLAND,41.21667,-74
USC00300424,BARNES CORNERS,US,NY,LEWIS,43.81667,-75.8
USC00306517,PENN YAN 8 W,US,NY,YATES,42.66667,-77.18333
USC00305769,NEWPORT 6 NE,US,NY,HERKIMER,43.2,-74.91667
USC00302366,EAST JEWETT,US,NY,GREENE,42.23432,-74.14436
USC00302627,ENDICOTT,US,NY,BROOME,42.08333,-76.08333
USC00304575,LANSING MANOR,US,NY,SCHOHARIE,42.45,-74.46667
USC00307750,SILVER CREEK 3 E,US,NY,CHAUTAUQUA,42.55,-79.11667
USC00300028,ADDISON 1 NNE,US,NY,STEUBEN,42.11667,-77.21667
USC00304208,JAMESTOWN WATER W,US,NY,CHAUTAUQUA,42.11667,-79.23333
USC00301794,CORNING 3 NW,US,NY,STEUBEN,42.15,-77.1
USC00306965,RECTORS CORNERS,US,NY,LEWIS,43.75,-75.68333
USC00302091,DIX HILLS,US,NY,SUFFOLK,40.8,-73.3
USC00301595,COBLESKILL 2 ESE,US,NY,SCHOHARIE,42.66717,-74.44239
USC00307400,SALAMANCA 2,US,NY,CATTARAUGUS,42.16667,-78.71667
USC00304717,LEWISTON 3 SE,US,NY,NIAGARA,43.13333,-78.96667
USC00305255,MILTON CENTER,US,NY,SARATOGA,43.05,-73.9
USC00306833,PRATTSBURG,US,NY,STEUBEN,42.51667,-77.26667
